@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,pii,prism:issn,pubmed-id,freetoread,freetoreadLabel,prism:isbn
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85191710599'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85191710599?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191710599&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85191710599&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85191710599,SCOPUS_ID:85191710599,2-s2.0-85191710599,"Using neural data to forecast aggregate consumer behavior in neuromarketing: Theory, metrics, progress, and outlook",Yao X.,Journal of Consumer Behaviour,14791838,23,4,2142-2159,2024-07-01,July 2024,10.1002/cb.2324,1,"[{'@_fa': 'true', 'affilname': 'Fuzhou University', 'affiliation-city': 'Fuzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,17700156733,0,False,,14720817,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85189655130'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85189655130?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189655130&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189655130&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0195666324001259'}]",https://api.elsevier.com/content/abstract/scopus_id/85189655130,SCOPUS_ID:85189655130,2-s2.0-85189655130,Analysis of green word-of-mouth advertising behavior of organic food consumers,Boccia F.,Appetite,10958304,198,,,2024-07-01,1 July 2024,10.1016/j.appet.2024.107324,14,"[{'@_fa': 'true', 'affilname': 'Parthenope University of Naples', 'affiliation-city': 'Naples', 'affiliation-country': 'Italy'}]",Journal,ar,Article,107324,29994,1,True,S0195666324001259,01956663,38582136,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85189878288'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85189878288?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189878288&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85189878288&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85189878288,SCOPUS_ID:85189878288,2-s2.0-85189878288,Evaluating the sales potential of new products using machine learning techniques and data collected from mobile applications,Sleiman R.,International Journal of Clothing Science and Technology,17585953,36,3,454-473,2024-06-07,7 June 2024,10.1108/IJCST-07-2023-0099,2,"[{'@_fa': 'true', 'affilname': 'Université de Lille', 'affiliation-city': 'Lille', 'affiliation-country': 'France'}]",Journal,ar,Article,,12755,0,False,,09556222,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85188343866'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85188343866?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188343866&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85188343866&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85188343866,SCOPUS_ID:85188343866,2-s2.0-85188343866,Toddy trends and the organic conundrum: a closer look at consumer behaviour with decision tree,Sukumaran L.,British Food Journal,,126,6,2381-2397,2024-05-09,9 May 2024,10.1108/BFJ-10-2023-0869,3,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology Karnataka', 'affiliation-city': 'Mangalore', 'affiliation-country': 'India'}]",Journal,ar,Article,,144664,0,False,,0007070X,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85195475618'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85195475618?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195475618&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195475618&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85195475618,SCOPUS_ID:85195475618,2-s2.0-85195475618,"The use of artificial intelligence in marketing strategies: Automation, personalization and forecasting",Potwora M.,Journal of Management World,29943191,2024,2,41-49,2024-04-22,22 April 2024,10.53935/jomw.v2024i2.275,16,"[{'@_fa': 'true', 'affilname': 'Academy of Applied Sciences – Academy of Management and Administration in Opole', 'affiliation-city': 'Opole', 'affiliation-country': 'Poland'}]",Journal,ar,Article,,21101196737,0,False,,,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200564893'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200564893?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200564893&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85200564893&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85200564893,SCOPUS_ID:85200564893,2-s2.0-85200564893,"Big data research in the business, management and accounting field: Revealing the thematic structure based on co-word analysis",Ausejo Sánchez J.L.,Iberoamerican Journal of Science Measurement and Communication,27093158,4,1,,2024-04-07,7 April 2024,10.47909/ijsmc.116,2,"[{'@_fa': 'true', 'affilname': 'Universidad Nacional José Faustino Sánchez Carrión', 'affiliation-city': 'Huacho', 'affiliation-country': 'Peru'}]",Journal,ar,Article,,21101175744,1,True,,27097595,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85192948173'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85192948173?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85192948173&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85192948173&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85192948173,SCOPUS_ID:85192948173,2-s2.0-85192948173,Machine Learning Based Approach for Exploring Online Shopping Behavior and Preferences with Eye Tracking,Liu Z.,Computer Science and Information Systems,24061018,21,2,593-623,2024-04-01,April 2024,10.2298/CSIS230807077L,1,"[{'@_fa': 'true', 'affilname': 'National Tsing Hua University', 'affiliation-city': 'Hsinchu', 'affiliation-country': 'Taiwan'}]",Journal,ar,Article,,19300157037,1,True,,18200214,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85190277741'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85190277741?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190277741&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85190277741&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85190277741,SCOPUS_ID:85190277741,2-s2.0-85190277741,Machine Learning Methods Analysis of Preceding Factors Affecting Behavioral Intentions to Purchase Reduced Plastic Products,Villanueva D.J.B.,Sustainability Switzerland,20711050,16,7,,2024-04-01,April 2024,10.3390/su16072978,4,"[{'@_fa': 'true', 'affilname': 'Mapúa University', 'affiliation-city': 'Manila', 'affiliation-country': 'Philippines'}]",Journal,ar,Article,2978,21100240100,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85185306896'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85185306896?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185306896&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85185306896&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85185306896,SCOPUS_ID:85185306896,2-s2.0-85185306896,A Novel Approach for Prediction of Consumer Buying Behaviour of Luxury Fashion Goods Using Machine Learning Algorithms,Kumar A.,International Journal of Intelligent Systems and Applications in Engineering,21476799,12,12s,575-584,2024-01-12,12 January 2024,,0,"[{'@_fa': 'true', 'affilname': 'I.T.S. Engineering College', 'affiliation-city': 'Greater Noida', 'affiliation-country': 'India'}]",Journal,ar,Article,,21101021990,0,False,,,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85195273458'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85195273458?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195273458&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195273458&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85195273458,SCOPUS_ID:85195273458,2-s2.0-85195273458,REDEFINING CONSUMER ENGAGEMENT: THE IMPACT OF AI AND MACHINE LEARNING ON MARKETING STRATEGIES IN TOURISM AND HOSPITALITY,Cunha M.N.,Geojournal of Tourism and Geosites,20651198,53,2,514-521,2024-01-01,2024,10.30892/gtg.53214-1226,2,"[{'@_fa': 'true', 'affilname': 'ISEC Lisboa - Instituto Superior de Educação e Ciências', 'affiliation-city': 'Lisbon', 'affiliation-country': 'Portugal'}]",Journal,ar,Article,,21100286463,1,True,,20650817,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210091391'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85210091391?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85210091391&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85210091391&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0167811624000995'}]",https://api.elsevier.com/content/abstract/scopus_id/85210091391,SCOPUS_ID:85210091391,2-s2.0-85210091391,Probabilistic Machine Learning: New Frontiers for Modeling Consumers and their Choices,Dew R.,International Journal of Research in Marketing,,,,,2024-01-01,2024,10.1016/j.ijresmar.2024.11.002,0,"[{'@_fa': 'true', 'affilname': 'University of Pennsylvania', 'affiliation-city': 'Philadelphia', 'affiliation-country': 'United States'}]",Journal,ar,Article,,22833,0,False,S0167811624000995,01678116,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85207385137'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85207385137?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207385137&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85207385137&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85207385137,SCOPUS_ID:85207385137,2-s2.0-85207385137,REVOLUTIONIZING LUXURY: THE ROLE OF AI AND MACHINE LEARNING IN ENHANCING MARKETING STRATEGIES WITHIN THE TOURISM AND HOSPITALITY LUXURY SECTORS,Cunha M.N.,Geojournal of Tourism and Geosites,20651198,55,3,1345-1353,2024-01-01,2024,10.30892/gtg.55335-1307,1,"[{'@_fa': 'true', 'affilname': 'Lusófona University', 'affiliation-city': 'Lisbon', 'affiliation-country': 'Portugal'}]",Journal,ar,Article,,21100286463,0,False,,20650817,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198521221'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85198521221?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85198521221&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85198521221&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85198521221,SCOPUS_ID:85198521221,2-s2.0-85198521221,Marketing’s crystal ball: Where we are and where we could soon be with generative artificial intelligence in marketing,Jain P.,Journal of Cultural Marketing Strategy,20568010,8,2,134-150,2024-01-01,2024,10.69554/jdoc2249,3,"[{'@_fa': 'true', 'affilname': 'Google LLC', 'affiliation-city': 'Mountain View', 'affiliation-country': 'United States'}]",Journal,ar,Article,,21101027487,0,False,,20568002,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85215590642'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85215590642?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85215590642&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85215590642&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85215590642,SCOPUS_ID:85215590642,2-s2.0-85215590642,The impact of artificial intelligence on marketing communications: New business opportunities and challenges,Lyndyuk A.,Economics of Development,23046155,23,4,60-71,2024-01-01,2024,10.57111/econ/4.2024.60,0,"[{'@_fa': 'true', 'affilname': 'Lviv National Environmental University', 'affiliation-city': 'Dubliany', 'affiliation-country': 'Ukraine'}]",Journal,ar,Article,,21101214786,1,True,,16831942,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105004692570'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/105004692570?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105004692570&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105004692570&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/105004692570,SCOPUS_ID:105004692570,2-s2.0-105004692570,Assessment of consumer preferences in laptop purchases: A segmentation and classification study from a transformational marketing perspective,Droguett A.C.,Ingeniare,07183305,32,,,2024-01-01,2024,10.4067/s0718-33052024000100228,0,"[{'@_fa': 'true', 'affilname': 'Universidad Viña del Mar', 'affiliation-city': 'Vina del Mar', 'affiliation-country': 'Chile'}]",Journal,ar,Article,27,11600154153,0,False,,07183291,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213361412'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85213361412?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85213361412&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85213361412&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85213361412,SCOPUS_ID:85213361412,2-s2.0-85213361412,How artificial intelligence is transforming social media marketing: Analysing its potential and addressing concerns,Sharma A.K.,Journal of Cultural Marketing Strategy,20568010,9,1,75-90,2024-01-01,2024,10.69554/CWQB3739,0,"[{'@_fa': 'true', 'affilname': 'Lovely Professional University', 'affiliation-city': 'Phagwara', 'affiliation-country': 'India'}]",Journal,ar,Article,,21101027487,0,False,,20568002,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200954022'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85200954022?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85200954022&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85200954022&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85200954022,SCOPUS_ID:85200954022,2-s2.0-85200954022,Uncovering effects of virtual endorser’s attractiveness on consumer behaviors from the perspective of national culture,Bai S.,Current Psychology,19364733,,,,2024-01-01,2024,10.1007/s12144-024-06397-4,1,"[{'@_fa': 'true', 'affilname': 'Harbin University of Commerce', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Journal,ar,Article,,13479,1,True,,10461310,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85185530677'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85185530677?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185530677&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85185530677&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85185530677,SCOPUS_ID:85185530677,2-s2.0-85185530677,Detection of Olfactory Stimulus in Electroencephalogram Signals Using Machine and Deep Learning Methods,Akbugday B.,Electrica,26199831,24,1,175-182,2024-01-01,January 2024,10.5152/electrica.2024.23111,2,"[{'@_fa': 'true', 'affilname': 'Izmir Ekonomi Üniversitesi', 'affiliation-city': 'Izmir', 'affiliation-country': 'Turkey'}]",Journal,ar,Article,,21100928807,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203969002'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85203969002?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85203969002&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85203969002&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85203969002,SCOPUS_ID:85203969002,2-s2.0-85203969002,Social network data as a tool for engineering consumer behavior analysis,Perevozova I.,Periodicals of Engineering and Natural Sciences,23034521,12,2,444-456,2024-01-01,2024,10.21533/pen.v12i2.4069.g1383,1,"[{'@_fa': 'true', 'affilname': 'Ivano-Frankivsk National Technical University of Oil and Gas', 'affiliation-city': 'Ivano-Frankivsk', 'affiliation-country': 'Ukraine'}]",Journal,ar,Article,,21100840458,0,False,,,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204686744'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85204686744?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204686744&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204686744&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85204686744,SCOPUS_ID:85204686744,2-s2.0-85204686744,Harmonizing sentiments: Analyzing user reviews of Spotify through sentiment analysis,Madyatmadja E.D.,Journal of Infrastructure Policy and Development,25727931,8,9,,2024-01-01,2024,10.24294/jipd.v8i9.7101,0,"[{'@_fa': 'true', 'affilname': 'Bina Nusantara University', 'affiliation-city': 'Jakarta', 'affiliation-country': 'Indonesia'}]",Journal,ar,Article,7101,21101052847,1,True,,25727923,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85193485785'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85193485785?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85193485785&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85193485785&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2666307424000135'}]",https://api.elsevier.com/content/abstract/scopus_id/85193485785,SCOPUS_ID:85193485785,2-s2.0-85193485785,Data-driven strategies for digital native market segmentation using clustering,Uddin M.A.,International Journal of Cognitive Computing in Engineering,26663074,5,,178-191,2024-01-01,January 2024,10.1016/j.ijcce.2024.04.002,6,"[{'@_fa': 'true', 'affilname': 'Deakin University', 'affiliation-city': 'Geelong', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Crown Institute of Higher Education', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,21101101329,1,True,S2666307424000135,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201916716'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201916716?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201916716&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85201916716&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85201916716,SCOPUS_ID:85201916716,2-s2.0-85201916716,Design and Implementation of an Intelligent Financial Management System Based on Enterprise Legal System: Predicting the Promotional Activities on Retail Revenue,Huang S.,Journal of Organizational and End User Computing,15465012,36,1,,2024-01-01,2024,10.4018/JOEUC.350224,0,"[{'@_fa': 'true', 'affilname': 'Guangzhou College of Technology and Business', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,15492,1,True,,15462234,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85194851740'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85194851740?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194851740&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85194851740&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85194851740,SCOPUS_ID:85194851740,2-s2.0-85194851740,Detecting trending products through moving average and sentiment analysis,Darraz N.,Multimedia Tools and Applications,15737721,,,,2024-01-01,2024,10.1007/s11042-024-19430-2,4,"[{'@_fa': 'true', 'affilname': 'Université Sidi Mohamed Ben Abdellah', 'affiliation-city': 'Fez', 'affiliation-country': 'Morocco'}]",Journal,ar,Article,,25627,0,False,,13807501,,,,
